,S1,S2,时间戳,S1持仓量,S2持仓量,交易金额,资金存量,日期
0,600000.SH,600104.SH,93006000,10000.0,2571000.0,815800800000.0,-815795072807.6,2017-11-27
1,600000.SH,600104.SH,93009000,10000.0,2571000.0,815800800000.0,273785998.01720214,2017-11-27
2,600104.SH,600000.SH,93006000,-10000.0,4472000.0,-581769600000.0,-581997149558.72,2017-11-27
3,600104.SH,600000.SH,93009000,-10000.0,4472000.0,581769600000.0,-1043727366.7337373,2017-11-27
4,600519.SH,600309.SH,125901000,10000.0,205142200.0,78263331640000.0,25804628762.765625,2017-11-27
5,600048.SH,601988.SH,125901000,-20000.0,-9460800.0,186612680000.0,373379452761.5793,2017-11-27
6,600048.SH,601988.SH,150001000,-30000.0,-4771200.0,-192050400000.0,-2529117366.1664767,2017-11-27
7,601398.SH,601288.SH,93007000,10000.0,-4649400.0,-175144320000.0,175150328980.9,2017-11-27
8,601398.SH,601288.SH,93010000,20000.0,-9298800.0,-175144320000.0,350236174226.80005,2017-11-27
9,601398.SH,601288.SH,93025000,30000.0,-12058200.0,-103979260000.0,453631931912.4,2017-11-27
10,601398.SH,601288.SH,93028000,30000.0,-12058200.0,-453990960000.0,-512977485.86997557,2017-11-27
11,601398.SH,601288.SH,93031000,0.0,0.0,0.0,-512977485.86997557,2017-11-27
12,601088.SH,600104.SH,93006000,10000.0,23963900.0,7594048520000.0,-7594043183314.5,2017-11-27
13,601088.SH,600104.SH,93009000,10000.0,23963900.0,7594047520000.0,2516678680.122578,2017-11-27
14,601169.SH,600000.SH,125901000,-20000.0,-6238400.0,401253280000.0,802832726071.6257,2017-11-27
15,601766.SH,600048.SH,93007000,-10000.0,-3066600.0000000005,366707720000.0,366860075826.384,2017-11-27
16,601766.SH,600048.SH,93010000,-20000.0,-7133200.000000001,485906720000.0,852960158545.5458,2017-11-27
17,601766.SH,600048.SH,93013000,-30000.0,-11199800.000000002,485906720000.0,1339059854580.1838,2017-11-27
18,601766.SH,600048.SH,93016000,-40000.0,-14396400.000000002,381883060000.0,1721093925342.0466,2017-11-27
19,601766.SH,600048.SH,93022000,-50000.0,-14723000.000000002,40035399999.99999,1761141763715.4426,2017-11-27
20,601766.SH,600048.SH,93025000,-60000.0,-17049600.0,278033400000.0,2039283888422.9653,2017-11-27
21,601766.SH,600048.SH,93028000,-70000.0,-19376200.0,278033400000.0,2317425629428.1074,2017-11-27
22,601766.SH,600048.SH,93031000,-80000.0,-20962800.0,189655080000.0,2507153339002.5723,2017-11-27
23,601766.SH,600048.SH,93034000,-90000.0,-24289400.0,397032400000.0,2904340872926.7617,2017-11-27
24,601766.SH,600048.SH,93037000,-100000.0,-24876000.0,70856080000.0,2975221327091.6235,2017-11-27
25,601766.SH,600048.SH,93040000,-100000.0,-24876000.0,-2974401600000.0,4944512299.441555,2017-11-27
26,601766.SH,600048.SH,93043000,0.0,0.0,0.0,4944512299.441555,2017-11-27
27,601766.SH,600048.SH,93128000,-10000.0,-1676600.0,201526700000.0,206551293673.33157,2017-11-27
28,601766.SH,600048.SH,93134000,-20000.0,-483200.0,-141316960000.0,65176601960.33226,2017-11-27
29,601766.SH,600048.SH,93137000,-20000.0,-483200.0,-60136720000.0,5119636391.738942,2017-11-27
30,601766.SH,600048.SH,93140000,-10000.0,-1546600.0,186147360000.0,191340930243.73096,2017-11-27
31,601766.SH,600048.SH,93149000,-20000.0,-2223200.0,82027700000.0,273399780124.36697,2017-11-27
32,601766.SH,600048.SH,93155000,-30000.0,-7379800.0,619449339999.9999,893094689824.2903,2017-11-27
33,601766.SH,600048.SH,93201000,-20000.0,-1223200.0,739348340000.0,153743549340.17593,2017-11-27
34,601766.SH,600048.SH,93204000,-20000.0,-1223200.0,-149007680000.0,4939470108.566661,2017-11-27
35,601766.SH,600048.SH,93207000,10000.0,5286600.0,634506679999.9999,-629567678339.8333,2017-11-27
36,601766.SH,600048.SH,93210000,10000.0,5286600.0,635564000000.0,6204543386.578159,2017-11-27
37,601818.SH,600048.SH,93007000,-10000.0,959000.0,-113895800000.0,-113935240826.16,2017-11-27
38,601818.SH,600048.SH,93010000,-10000.0,959000.0,113895800000.0,-198877314.96305275,2017-11-27
39,601288.SH,601398.SH,93007000,-10000.0,-1167400.0,70772220000.0,70806606569.734,2017-11-27
40,601288.SH,601398.SH,93010000,-20000.0,-2334800.0,70772220000.0,141606837889.46802,2017-11-27
41,601288.SH,601398.SH,93019000,-20000.0,-2334800.0,-141312960000.0,488993280.1783923,2017-11-27
42,601288.SH,601398.SH,93022000,0.0,0.0,0.0,488993280.1783923,2017-11-27
43,601288.SH,601398.SH,93025000,-10000.0,642600.0,-38305520000.00001,-37831988922.465614,2017-11-27
44,601288.SH,601398.SH,93028000,-10000.0,642600.0,38370780000.0,484667908.79178065,2017-11-27
45,601211.SH,600048.SH,125901000,-10000.0,1915100.0,224147310000.0,-400002078.18335396,2017-11-27
46,601336.SH,603993.SH,125901000,10000.0,36818200.0,2491530500000.0,818427555.6113868,2017-11-27
47,601988.SH,600048.SH,125901000,10000.0,2698500.0,319084850000.0,111145676.75660156,2017-11-27
48,600309.SH,600519.SH,125901000,-10000.0,106604599.99999999,672937725499999.9,-1206733966394.25,2017-11-27
49,603993.SH,601336.SH,125901000,20000.0,-157000.0,-48795700000.0,97580718327.81746,2017-11-27
50,603993.SH,601336.SH,150001000,30000.0,10804500.0,6944936700000.0,-4182764987.7273436,2017-11-27
0,600000.SH,600104.SH,93006000,-10000.0,12659700.0,-3996631260000.0,-3998223351572.022,2017-11-28
1,600000.SH,600104.SH,93009000,-10000.0,12659700.0,3994098320000.0,-9693174590.148077,2017-11-28
2,600030.SH,600048.SH,130002000,10000.0,-1028700.0,-116954850000.0,116959988910.0,2017-11-28
3,600050.SH,601668.SH,93006000,-10000.0,-2499700.0,239932290000.0,240033789101.613,2017-11-28
4,600050.SH,601668.SH,93009000,-10000.0,-2499700.0,-239931290000.0,435625556.58100104,2017-11-28
5,600050.SH,601668.SH,93012000,0.0,0.0,0.0,435625556.58100104,2017-11-28
6,600050.SH,601668.SH,93015000,-10000.0,-5679700.0,544824260000.0,545477368426.003,2017-11-28
7,600050.SH,601668.SH,93021000,-10000.0,-5679700.0,-544825260000.0,1409879179.7469869,2017-11-28
8,600050.SH,601668.SH,93024000,0.0,0.0,0.0,1409879179.7469869,2017-11-28
9,600050.SH,601668.SH,93030000,-10000.0,-1319700.0,126874320000.0,128334626658.75099,2017-11-28
10,600050.SH,601668.SH,93033000,-20000.0,-3819400.0,239932290000.0,368362297819.07825,2017-11-28
11,600050.SH,601668.SH,93036000,-30000.0,-6319100.0,239932290000.0,608389733390.1199,2017-11-28
12,600050.SH,601668.SH,93039000,-40000.0,-9818800.0,335631290000.00006,944154184661.8757,2017-11-28
13,600050.SH,601668.SH,93112000,-50000.0,-10318500.0,48534290000.0,992697220252.124,2017-11-28
14,600050.SH,601668.SH,93118000,-60000.0,-10818200.0,48534290000.0,1041248263558.6418,2017-11-28
15,600050.SH,601668.SH,93121000,-70000.0,-11317900.0,48534290000.0,1089800250216.3501,2017-11-28
16,600050.SH,601668.SH,93124000,-80000.0,-11817600.0,48534290000.0,1138352000622.0742,2017-11-28
17,600050.SH,601668.SH,93127000,-90000.0,-11317300.0,-47164710000.0,1091166263485.8142,2017-11-28
18,600050.SH,601668.SH,93130000,-100000.0,-11817000.0,48534290000.0,1139717538405.4272,2017-11-28
19,600050.SH,601668.SH,93133000,-110000.0,-10956700.0,-81446650000.0,1058235687073.1809,2017-11-28
20,600050.SH,601668.SH,93136000,-120000.0,-10276400.0,-64323680000.0,993883416785.2008,2017-11-28
21,600050.SH,601668.SH,93139000,-130000.0,-8596100.0,-159922680000.0,833893695280.3953,2017-11-28
22,600050.SH,601668.SH,93142000,-130000.0,-8596100.0,-831056160000.0,3979644758.1366897,2017-11-28
23,600050.SH,601668.SH,93145000,-10000.0,-319700.0,31275320000.0,35267180917.140686,2017-11-28
24,600050.SH,601668.SH,93148000,-20000.0,540600.0,-81446650000.0,-46212543815.89923,2017-11-28
25,600050.SH,601668.SH,93151000,-20000.0,540600.0,50255360000.0,3970324817.230125,2017-11-28
26,600104.SH,600000.SH,93006000,10000.0,6378000.0,833573600000.0,-833568979900.6,2017-11-28
27,600104.SH,600000.SH,93009000,10000.0,6378000.0,834209400000.0,911179668.7200245,2017-11-28
28,600519.SH,600309.SH,93006000,-10000.0,-1296986000.0,480855376200000.0,481047554928618.94,2017-11-28
29,600519.SH,600309.SH,93009000,-20000.0,-2668042000.0,508450164800000.0,989700901473940.0,2017-11-28
30,600519.SH,600309.SH,93012000,-20000.0,-2668042000.0,-992636824000000.0,-1552869287587.905,2017-11-28
31,600519.SH,600309.SH,93015000,0.0,0.0,0.0,-1552869287587.905,2017-11-28
32,600048.SH,601988.SH,93006000,10000.0,-11762300.0,-462244620000.0,462250026709.0,2017-11-28
33,600048.SH,601988.SH,93012000,20000.0,-31364600.0,-769178390000.0,1231121212622.4136,2017-11-28
34,600048.SH,601988.SH,93015000,20000.0,-31364600.0,-1233385240000.0,-2675774546.9625,2017-11-28
35,600048.SH,601988.SH,93018000,0.0,0.0,0.0,-2675774546.9625,2017-11-28
36,601398.SH,603993.SH,93015000,10000.0,135200.0,9342440000.0,-9336795469.5,2017-11-28
37,601398.SH,603993.SH,93018000,10000.0,135200.0,9301880000.0,-32846162.548411943,2017-11-28
38,601668.SH,600050.SH,93006000,10000.0,-1765100.0,-124541610000.0,124547109839.1,2017-11-28
39,601668.SH,600050.SH,93012000,20000.0,-4970200.0,-226604100000.0,351067717683.3056,2017-11-28
40,601668.SH,600050.SH,93015000,30000.0,-8615300.0,-257479590000.0,608429996871.1024,2017-11-28
41,601668.SH,600050.SH,93018000,30000.0,-8615300.0,-608815300000.0,-591700256.2855176,2017-11-28
42,601668.SH,600050.SH,93021000,0.0,0.0,0.0,-591700256.2855176,2017-11-28
43,601088.SH,600104.SH,93006000,10000.0,3159000.0,999907200000.0,-999902234959.5,2017-11-28
44,601088.SH,600104.SH,93009000,10000.0,3159000.0,999278400000.0,-296479280.7257666,2017-11-28
45,601328.SH,600048.SH,93006000,-10000.0,2266700.0,-269101300000.0,-269203231646.81,2017-11-28
46,601328.SH,600048.SH,93009000,-10000.0,2266700.0,269781310000.0,201032981.09045708,2017-11-28
47,601169.SH,600000.SH,93012000,-10000.0,-402200.0,53122440000.0,53149253218.068,2017-11-28
48,601169.SH,600000.SH,93015000,-10000.0,-402200.0,-53121440000.0,100536923.2012008,2017-11-28
49,601169.SH,600000.SH,93018000,0.0,0.0,0.0,100536923.2012008,2017-11-28
50,601169.SH,600000.SH,93024000,-10000.0,-1402200.0,183321440000.0,183494948729.2692,2017-11-28
51,601169.SH,600000.SH,93027000,-20000.0,-2804400.0,183321440000.0,366889110366.6864,2017-11-28
52,601169.SH,600000.SH,93030000,-20000.0,-2804400.0,-366923320000.0,474504453.20442665,2017-11-28
53,601169.SH,600000.SH,93033000,0.0,0.0,0.0,474504453.20442665,2017-11-28
54,601169.SH,600000.SH,93039000,10000.0,2522200.0,329649880000.0,-329175677320.2956,2017-11-28
55,601169.SH,600000.SH,93042000,10000.0,2522200.0,329398660000.0,330908228.4847339,2017-11-28
56,601288.SH,601398.SH,93006000,10000.0,438700.0,26479650000.0,-26473918334.9,2017-11-28
57,601288.SH,601398.SH,93009000,10000.0,438700.0,26435780000.0,-30014603.348890837,2017-11-28
58,601336.SH,603993.SH,93006000,10000.0,101552700.0,6546353880000.0,-6546350539740.0,2017-11-28
59,601336.SH,603993.SH,93009000,10000.0,101552700.0,6576819690000.0,32627309190.866993,2017-11-28
60,601988.SH,600048.SH,93006000,-10000.0,-1910000.0,227684000000.0,227780730165.0,2017-11-28
61,601988.SH,600048.SH,93012000,-20000.0,-4940000.0,361569000000.0,589493831440.3745,2017-11-28
62,601988.SH,600048.SH,93015000,-20000.0,-4940000.0,-588648000000.0,1664771545.6983156,2017-11-28
63,601988.SH,600048.SH,93018000,0.0,0.0,0.0,1664771545.6983156,2017-11-28
64,601988.SH,600048.SH,93021000,-10000.0,-2090000.0,249731000000.0,251495431544.5983,2017-11-28
65,601988.SH,600048.SH,93024000,-20000.0,-5060000.0,354120000000.0,605756685674.911,2017-11-28
66,601988.SH,600048.SH,93027000,-30000.0,-8210000.0,376503000000.0,982409756401.4348,2017-11-28
67,601988.SH,600048.SH,93036000,-40000.0,-11120000.0,346683000000.0,1329229994544.1968,2017-11-28
68,601988.SH,600048.SH,93039000,-50000.0,-13090000.0,235021000000.0,1564344254075.1443,2017-11-28
69,601988.SH,600048.SH,93045000,-60000.0,-15060000.0,235021000000.0,1799457728971.1711,2017-11-28
70,601988.SH,600048.SH,93048000,-70000.0,-18030000.0,354120000000.0,2153718330343.547,2017-11-28
71,601988.SH,600048.SH,93051000,-80000.0,-21000000.0,354120000000.0,2507978803483.7803,2017-11-28
72,601988.SH,600048.SH,93109000,-90000.0,-23790000.0,331845000000.0,2839950026324.371,2017-11-28
73,601988.SH,600048.SH,93112000,-100000.0,-25880000.0,249731000000.0,3089779514341.128,2017-11-28
74,601988.SH,600048.SH,93203000,-110000.0,-28970000.0,369030000000.0,3458934711169.0767,2017-11-28
75,601988.SH,600048.SH,93206000,-120000.0,-32060000.0,369030000000.0,3828110622955.3574,2017-11-28
76,601988.SH,600048.SH,93215000,-110000.0,-29970000.0,249731000000.0,3578374777544.987,2017-11-28
77,601988.SH,600048.SH,93221000,-120000.0,-31940000.0,235021000000.0,3813486689466.807,2017-11-28
78,601988.SH,600048.SH,93227000,-130000.0,-34910000.0,354120000000.0,4167744944886.8022,2017-11-28
79,601988.SH,600048.SH,93248000,-140000.0,-37820000.0,346683000000.0,4514554502650.596,2017-11-28
80,601988.SH,600048.SH,93251000,-140000.0,-37820000.0,-4502300000000.0,18519102484.202698,2017-11-28
81,601988.SH,600048.SH,93254000,0.0,0.0,0.0,18519102484.202698,2017-11-28
82,601988.SH,600048.SH,93300000,-10000.0,-1790000.0,213046000000.0,231650099488.6027,2017-11-28
83,601988.SH,600048.SH,93303000,-10000.0,-1790000.0,-212687000000.0,19258806994.83538,2017-11-28
84,601988.SH,600048.SH,93306000,0.0,0.0,0.0,19258806994.83538,2017-11-28
85,601988.SH,600048.SH,93318000,-10000.0,-2310000.0,272973000000.0,292340757220.8354,2017-11-28
86,601988.SH,600048.SH,93321000,-20000.0,-3680000.0,162191000000.0,454596297261.4973,2017-11-28
87,601988.SH,600048.SH,93327000,-30000.0,-5930000.0,265668000000.0,720369806135.3464,2017-11-28
88,601988.SH,600048.SH,93342000,-30000.0,-5930000.0,-701515000000.0,19828787877.26527,2017-11-28
89,601988.SH,600048.SH,93345000,0.0,0.0,0.0,19828787877.26527,2017-11-28
90,601988.SH,600048.SH,93348000,-10000.0,-1550000.0,183914000000.0,203816140821.26526,2017-11-28
91,601988.SH,600048.SH,93351000,-20000.0,-3040000.0,176661000000.0,380547464189.578,2017-11-28
92,601988.SH,600048.SH,93354000,-30000.0,-4530000.0,176661000000.0,557278657006.3033,2017-11-28
93,601988.SH,600048.SH,93357000,-40000.0,-6080000.0,183914000000.0,741265618295.5414,2017-11-28
94,601988.SH,600048.SH,93400000,-50000.0,-7630000.0,183914000000.0,925252449033.1921,2017-11-28
95,601988.SH,600048.SH,93403000,-60000.0,-10180000.0,302313000000.0,1227685473699.2556,2017-11-28
96,601988.SH,600048.SH,93406000,-70000.0,-12910000.0,324444000000.0,1552258215562.527,2017-11-28
97,601988.SH,600048.SH,93409000,-70000.0,-12910000.0,-1533877000000.0,20513974035.64035,2017-11-28
98,601988.SH,600048.SH,93412000,0.0,0.0,0.0,20513974035.64035,2017-11-28
99,601988.SH,600048.SH,93439000,-10000.0,-2730000.0,324444000000.0,345087497220.3404,2017-11-28
100,601988.SH,600048.SH,93442000,-20000.0,-4280000.0,183914000000.0,529074719944.1023,2017-11-28
101,601988.SH,600048.SH,93448000,-30000.0,-6830000.0,302313000000.0,831507875824.4514,2017-11-28
102,601988.SH,600048.SH,93451000,-30000.0,-6830000.0,-809854000000.0,22780393855.897182,2017-11-28
103,601988.SH,600048.SH,93454000,0.0,0.0,0.0,22780393855.897182,2017-11-28
104,601988.SH,600048.SH,93457000,-10000.0,-2670000.0,317055000000.0,339961963657.2972,2017-11-28
105,601988.SH,600048.SH,93500000,-10000.0,-2670000.0,-316521000000.0,23881367288.899082,2017-11-28
106,601988.SH,600048.SH,93503000,0.0,0.0,0.0,23881367288.899082,2017-11-28
107,601988.SH,600048.SH,93521000,-10000.0,-2550000.0,302313000000.0,326315044712.8991,2017-11-28
108,601988.SH,600048.SH,93524000,-10000.0,-2550000.0,-302313000000.0,24422649070.26101,2017-11-28
109,601988.SH,600048.SH,93527000,0.0,0.0,0.0,24422649070.26101,2017-11-28
110,601988.SH,600048.SH,93533000,-10000.0,-2610000.0,309678000000.0,334224270284.761,2017-11-28
111,601988.SH,600048.SH,93536000,-10000.0,-2610000.0,-309678000000.0,24977137990.572887,2017-11-28
112,601988.SH,600048.SH,93539000,0.0,0.0,0.0,24977137990.572887,2017-11-28
113,601988.SH,600048.SH,93545000,-10000.0,-1550000.0,183914000000.0,208964490934.57288,2017-11-28
114,601988.SH,600048.SH,93548000,-20000.0,-3100000.0,183914000000.0,392951713326.9856,2017-11-28
115,601988.SH,600048.SH,93551000,-30000.0,-5650000.0,302313000000.0,695385129647.811,2017-11-28
116,601988.SH,600048.SH,93554000,-40000.0,-8200000.0,302313000000.0,997818416411.0968,2017-11-28
117,601988.SH,600048.SH,93557000,-40000.0,-8200000.0,-972456000000.0,26714845936.54441,2017-11-28
118,601988.SH,600048.SH,93600000,0.0,0.0,0.0,26714845936.54441,2017-11-28
119,601988.SH,600048.SH,93603000,-10000.0,-2610000.0,309678000000.0,336516467151.04443,2017-11-28
120,601988.SH,600048.SH,93609000,-10000.0,-2610000.0,-309678000000.0,27269204305.269054,2017-11-28
121,601988.SH,600048.SH,93612000,0.0,0.0,0.0,27269204305.269054,2017-11-28
122,601988.SH,600048.SH,93621000,-10000.0,-1490000.0,176661000000.0,204000658225.16904,2017-11-28
123,601988.SH,600048.SH,93627000,-20000.0,-3920000.0,287619000000.0,491734201685.54364,2017-11-28
124,601988.SH,600048.SH,93630000,-20000.0,-3920000.0,-464522000000.0,27858171273.147446,2017-11-28
125,601988.SH,600048.SH,93633000,0.0,0.0,0.0,27858171273.147446,2017-11-28
126,601988.SH,600048.SH,93648000,-10000.0,-1430000.0,169420000000.0,197345730965.34747,2017-11-28
127,601988.SH,600048.SH,93651000,-10000.0,-1430000.0,-169420000000.0,28161143215.54016,2017-11-28
128,601988.SH,600048.SH,93654000,0.0,0.0,0.0,28161143215.54016,2017-11-28
129,601988.SH,600048.SH,93657000,-10000.0,-2430000.0,287619000000.0,315894947447.7402,2017-11-28
130,601988.SH,600048.SH,93700000,-10000.0,-2430000.0,-287619000000.0,28676075275.282074,2017-11-28
131,601988.SH,600048.SH,93703000,0.0,0.0,0.0,28676075275.282074,2017-11-28
132,601988.SH,600048.SH,93712000,-10000.0,-1610000.0,191179000000.0,219931332039.78207,2017-11-28
133,601988.SH,600048.SH,93715000,-10000.0,-1610000.0,-190857000000.0,29339617392.584763,2017-11-28
134,601988.SH,600048.SH,93718000,0.0,0.0,0.0,29339617392.584763,2017-11-28
135,601988.SH,600048.SH,93721000,-10000.0,-2490000.0,294960000000.0,324417355822.4848,2017-11-28
136,601988.SH,600048.SH,93724000,-20000.0,-4920000.0,287619000000.0,612151029834.4467,2017-11-28
137,601988.SH,600048.SH,93727000,-20000.0,-4920000.0,-582330000000.0,30631168404.29046,2017-11-28
138,601988.SH,600048.SH,93730000,0.0,0.0,0.0,30631168404.29046,2017-11-28
139,601988.SH,600048.SH,93742000,-10000.0,-2310000.0,272973000000.0,303713118630.29047,2017-11-28
140,601988.SH,600048.SH,93748000,-10000.0,-2310000.0,-272281000000.0,31810740549.57509,2017-11-28
141,601988.SH,600048.SH,93751000,0.0,0.0,0.0,31810740549.57509,2017-11-28
142,601988.SH,600048.SH,93754000,-10000.0,-2190000.0,258375000000.0,290288855954.9751,2017-11-28
143,601988.SH,600048.SH,93757000,-20000.0,-3380000.0,140576000000.0,430920756480.137,2017-11-28
144,601988.SH,600048.SH,93800000,-20000.0,-3380000.0,-398952000000.0,32523348855.8824,2017-11-28
145,601988.SH,600048.SH,93803000,0.0,0.0,0.0,32523348855.8824,2017-11-28
146,601988.SH,600048.SH,93806000,-10000.0,-1250000.0,147769000000.0,180351254643.3824,2017-11-28
147,601988.SH,600048.SH,93809000,-10000.0,-1250000.0,-147893000000.0,32663669766.795074,2017-11-28
148,601988.SH,600048.SH,93812000,0.0,0.0,0.0,32663669766.795074,2017-11-28
149,601988.SH,600048.SH,93821000,-10000.0,-2310000.0,272973000000.0,305745619992.79504,2017-11-28
150,601988.SH,600048.SH,93824000,-20000.0,-4620000.0,272973000000.0,578827439998.5569,2017-11-28
151,601988.SH,600048.SH,93827000,-20000.0,-4620000.0,-545024000000.0,34561588751.16069,2017-11-28
152,601988.SH,600048.SH,93830000,0.0,0.0,0.0,34561588751.16069,2017-11-28
153,601988.SH,600048.SH,93833000,-10000.0,-2310000.0,272973000000.0,307643538977.1607,2017-11-28
154,601988.SH,600048.SH,93836000,-20000.0,-4560000.0,265668000000.0,573417439174.4226,2017-11-28
155,601988.SH,600048.SH,93839000,-20000.0,-4560000.0,-538410000000.0,35756373906.66641,2017-11-28
156,601988.SH,600048.SH,93842000,0.0,0.0,0.0,35756373906.66641,2017-11-28
157,601988.SH,600048.SH,93945000,10000.0,2130000.0,251094000000.0,-215337783175.4336,2017-11-28
158,601988.SH,600048.SH,93948000,10000.0,2130000.0,250880000000.0,35624740138.187355,2017-11-28
159,600309.SH,601939.SH,93009000,-10000.0,-69552700.0,4969770780000.001,4971761597645.167,2017-11-28
160,600309.SH,601939.SH,93012000,-20000.0,-127105400.0,4112982780000.0005,9086385621335.477,2017-11-28
161,600309.SH,601939.SH,93015000,-30000.0,-193688100.0,4764383050000.001,13852669043118.469,2017-11-28
162,600309.SH,601939.SH,93018000,-40000.0,-261240800.0,4826972780000.001,18681565983394.492,2017-11-28
163,600309.SH,601939.SH,93021000,-50000.0,-330793500.0,4969770780000.001,23653316781465.434,2017-11-28
164,600309.SH,601939.SH,93024000,-60000.0,-397376200.0,4764383050000.001,28419596525272.234,2017-11-28
165,600309.SH,601939.SH,93033000,-70000.0,-464958900.0,4835882050000.001,33257387819605.227,2017-11-28
166,600309.SH,601939.SH,93036000,-70000.0,-464958900.0,-33270594350000.0,33112137169.401436,2017-11-28
167,600309.SH,601939.SH,93039000,0.0,0.0,0.0,33112137169.401436,2017-11-28
168,600309.SH,601939.SH,93051000,-10000.0,-58552700.00000001,4184381780000.0005,4219164928082.568,2017-11-28
169,600309.SH,601939.SH,93054000,-20000.0,-99045400.0,2886799240000.0,7107115302966.797,2017-11-28
